"dot_number","company","dba","city","state","phone","trucks","drivers","alert_basics","n_alerts","inspections","driver_oos","vehicle_oos","sms_profile"
"1483402","FARM TRANSPORT LLC",,"MARION","OH","7403862940","42","35","DrugsAlcohol","1","35","0","4","https://ai.fmcsa.dot.gov/SMS/Carrier/1483402/Overview.aspx"
"1497407","OLYMPUS LIMO INC",,"NEW PORT RICHEY","FL","7278423522","22","42","DrugsAlcohol","1","35","0","0","https://ai.fmcsa.dot.gov/SMS/Carrier/1497407/Overview.aspx"
"1585698","SAND CREEK TRANSPORT LLC",,"SHELLEY","ID","2085216215","8","6","DrugsAlcohol","1","35","13","4","https://ai.fmcsa.dot.gov/SMS/Carrier/1585698/Overview.aspx"
"2828439","TIGER TRANSPORT LLC",,"RIVER FALLS","WI","6127098525","16","18","DriverFitness","1","34","1","5","https://ai.fmcsa.dot.gov/SMS/Carrier/2828439/Overview.aspx"
"2579697","ABD LOGISTICS INC",,"RIVERSIDE","CA","9514276914","5","4","HOS","1","34","7","11","https://ai.fmcsa.dot.gov/SMS/Carrier/2579697/Overview.aspx"
"4119253","NORTH TO SOUTH TRANSPORT LLC",,"GREENSBORO","NC","3477765337","2","2","HOS","1","34","17","7","https://ai.fmcsa.dot.gov/SMS/Carrier/4119253/Overview.aspx"
"2455989","LUIS HUMBERTO GONZALEZ AGUIRRE",,"LEON","GJ","4772220215","12","7","DrugsAlcohol","1","34","14","8","https://ai.fmcsa.dot.gov/SMS/Carrier/2455989/Overview.aspx"
"2048448","CALI INTERNATIONAL TRANSPORT INC",,"BUFORD","GA","6263466785","2","2","HOS","1","34","3","6","https://ai.fmcsa.dot.gov/SMS/Carrier/2048448/Overview.aspx"
"2547601","ASTON TRANSPORT LLC",,"METAIRIE","LA","5042581222","15","18","DrugsAlcohol","1","34","1","1","https://ai.fmcsa.dot.gov/SMS/Carrier/2547601/Overview.aspx"
"4020716","PROFESSIONAL FULFILLMENT LOGISTICS INC",,"CITY OF INDUSTRY","CA","4055888999","5","5","DrugsAlcohol","1","34","11","9","https://ai.fmcsa.dot.gov/SMS/Carrier/4020716/Overview.aspx"
"4086667","KRISHNAM TRUCKING INC",,"JURUPA VALLEY","CA","5625155151","9","9","DrugsAlcohol","1","34","4","11","https://ai.fmcsa.dot.gov/SMS/Carrier/4086667/Overview.aspx"
"3475211","VIP TRANSPORT LLC",,"ROCKVILLE","MD","2407019359","3","3","HOS","1","34","4","12","https://ai.fmcsa.dot.gov/SMS/Carrier/3475211/Overview.aspx"
"4233564","BW NORTH TRUCK LLC",,"DENVER","CO","7208317987","4","2","HOS","1","34","16","9","https://ai.fmcsa.dot.gov/SMS/Carrier/4233564/Overview.aspx"
"3416508","WHF TRUCKING LLC",,"SHELBY","OH","4193422942","27","29","UnsafeDriving","1","34","0","5","https://ai.fmcsa.dot.gov/SMS/Carrier/3416508/Overview.aspx"
"3435236","ASANO LOGISTICS INC",,"KENNESAW","GA","4705492977","3","3","HOS","1","34","4","13","https://ai.fmcsa.dot.gov/SMS/Carrier/3435236/Overview.aspx"
"4114160","MY&VA TRANSPORTATION LLC",,"CINCINNATI","OH","9126668697","1","1","DriverFitness","1","33","12","10","https://ai.fmcsa.dot.gov/SMS/Carrier/4114160/Overview.aspx"
"3969634","BROAD EXPRESS INC",,"LOS ANGELES","CA","9098378599","1","2","HOS","1","33","2","7","https://ai.fmcsa.dot.gov/SMS/Carrier/3969634/Overview.aspx"
"882744","COVENANT CARRIERS INC",,"OLIVE BRANCH","MS","6628936200","17","11","UnsafeDriving","1","33","0","5","https://ai.fmcsa.dot.gov/SMS/Carrier/882744/Overview.aspx"
"3003405","KARIKOV LLC","OLD SALT","BERLIN","MD","9738767387","15","15","DrugsAlcohol","1","33","1","3","https://ai.fmcsa.dot.gov/SMS/Carrier/3003405/Overview.aspx"
"4095258","ACUTECH GLOBAL SOLUTIONS LLC","ADEX DEPENDABLE LOGISTICS","COLUMBUS","OH","3476229568","6","4","HOS","1","33","17","3","https://ai.fmcsa.dot.gov/SMS/Carrier/4095258/Overview.aspx"
"3652581","SANGHA BROTHERS TRANS INC",,"PLAINFIELD","IN","4632249706","6","10","DriverFitness","1","33","8","9","https://ai.fmcsa.dot.gov/SMS/Carrier/3652581/Overview.aspx"
"2356603","GLOBAL PARCEL EXPRESS LLC",,"LAUREL","MD","3016426609","7","4","HOS","1","33","9","3","https://ai.fmcsa.dot.gov/SMS/Carrier/2356603/Overview.aspx"
"3694208","YUHAN LOGISTICS INC",,"SAN GABRIEL","CA","6268981223","1","1","HOS","1","33","6","8","https://ai.fmcsa.dot.gov/SMS/Carrier/3694208/Overview.aspx"
"3764078","BAJ TRUCKING INC",,"ONTARIO","CA","9097764500","7","5","HOS","1","33","8","4","https://ai.fmcsa.dot.gov/SMS/Carrier/3764078/Overview.aspx"
"3457299","LUAN TRANSPORT LLC",,"KENOSHA","WI","2623445674","11","10","HOS","1","33","3","8","https://ai.fmcsa.dot.gov/SMS/Carrier/3457299/Overview.aspx"
"2330812","HUGHES BROTHERS CONSTRUCTION INC",,"WILDWOOD","FL","3523996829","34","27","DriverFitness","1","33","0","1","https://ai.fmcsa.dot.gov/SMS/Carrier/2330812/Overview.aspx"
"4257479","FLORIDA TRANSPORTATION SERVICES INC",,"MIAMI","FL","7868835825","3","3","VehicleMaint","1","32","8","6","https://ai.fmcsa.dot.gov/SMS/Carrier/4257479/Overview.aspx"
"255888","TURNER VANDYKE","VAN DYKE TRANSPORTATION","ELKTON","SD","6056957837","7","7","DriverFitness","1","32","0","3","https://ai.fmcsa.dot.gov/SMS/Carrier/255888/Overview.aspx"
"2382241","1 TRADE FWDNG INC","1 TRADE LOGISTICS","FORT WORTH","TX","8173100222","15","16","HOS","1","32","7","5","https://ai.fmcsa.dot.gov/SMS/Carrier/2382241/Overview.aspx"
"3846375","DOLLY TUB 501 TRUCK LINE INC",,"MONROVIA","CA","6265593341","1","1","HOS","1","32","3","8","https://ai.fmcsa.dot.gov/SMS/Carrier/3846375/Overview.aspx"
"3808027","RANJODH CHANDI TRANS INC",,"RIVERSIDE","CA","7608968411","25","20","DrugsAlcohol","1","32","7","6","https://ai.fmcsa.dot.gov/SMS/Carrier/3808027/Overview.aspx"
"4161087","MJ TRANSPORT LLC","MJTRANSPORT","CEDAR FALLS","IA","3192401125","9","10","DrugsAlcohol","1","32","2","7","https://ai.fmcsa.dot.gov/SMS/Carrier/4161087/Overview.aspx"
"4239636","KMLM CORP",,"COLLEGE POINT","NY","3472209214","3","3","VehicleMaint","1","32","5","8","https://ai.fmcsa.dot.gov/SMS/Carrier/4239636/Overview.aspx"
"3816441","ADVANCE TRANSPORTATION INC",,"KNOXVILLE","TN","4234135128","18","13","HOS","1","31","1","5","https://ai.fmcsa.dot.gov/SMS/Carrier/3816441/Overview.aspx"
"3901385","LVL TRANSPORT LLC",,"MCALLEN","TX","9568620401","7","12","DrugsAlcohol","1","31","13","9","https://ai.fmcsa.dot.gov/SMS/Carrier/3901385/Overview.aspx"
"4250345","GST CARGO INC",,"FORT BRANCH","IN","3465438078","7","7","UnsafeDriving","1","31","6","6","https://ai.fmcsa.dot.gov/SMS/Carrier/4250345/Overview.aspx"
"1847899","COCULA TRUCKING LLC",,"HOLTVILLE","CA","9284468050","5","5","DriverFitness","1","31","3","9","https://ai.fmcsa.dot.gov/SMS/Carrier/1847899/Overview.aspx"
"1787225","CCA TRANSPORT LLC",,"GRAND PRAIRIE","TX","2146878787","11","10","HOS","1","31","2","4","https://ai.fmcsa.dot.gov/SMS/Carrier/1787225/Overview.aspx"
"4267891","BOTTOMLINE LOGISTICS LLC",,"MARCUS HOOK","PA","2679785961","1","3","DriverFitness","1","31","7","9","https://ai.fmcsa.dot.gov/SMS/Carrier/4267891/Overview.aspx"
"4143876","ALEXANDER TRUCKING CORP",,"NORTH PLAINFIELD","NJ","9296069225","7","7","DrugsAlcohol","1","31","21","11","https://ai.fmcsa.dot.gov/SMS/Carrier/4143876/Overview.aspx"
"1392820","MLA EXPRESS INC",,"KENT","WA","2538542646","32","17","DriverFitness","1","31","2","5","https://ai.fmcsa.dot.gov/SMS/Carrier/1392820/Overview.aspx"
"895115","NORTHEAST TRANSPORTATION INC",,"GREAT MEADOWS","NJ","9086374159","5","5","DriverFitness","1","31","7","11","https://ai.fmcsa.dot.gov/SMS/Carrier/895115/Overview.aspx"
"3413378","TURBO TRANSPORT LLC",,"FATE","TX","17077877374","20","20","DrugsAlcohol","1","30","4","2","https://ai.fmcsa.dot.gov/SMS/Carrier/3413378/Overview.aspx"
"3582746","EXPRESS LOGISTICS LLC",,"ODESSA","TX","8136069308","8","8","VehicleMaint","1","30","9","12","https://ai.fmcsa.dot.gov/SMS/Carrier/3582746/Overview.aspx"
"2197461","LEMCOR TRANSPORT LLC","25BRAVO26ECHO32GULF75PAPPA46MIKE","NEWARK","NJ","9736421212","8","10","DrugsAlcohol","1","30","1","15","https://ai.fmcsa.dot.gov/SMS/Carrier/2197461/Overview.aspx"
"3478327","V TRUCKS LOGISTICS LLC",,"TACOMA","WA","2068833854","6","10","DriverFitness","1","30","2","5","https://ai.fmcsa.dot.gov/SMS/Carrier/3478327/Overview.aspx"
"3848952","FASTWAY TRANSPORT LLC",,"WORCESTER","MA","8634120942","3","1","DriverFitness","1","30","10","9","https://ai.fmcsa.dot.gov/SMS/Carrier/3848952/Overview.aspx"
"1958511","NORTH CAROLINA LOGOSTICS INC",,"CHARLOTTE","NC","7048377907","13","13","DriverFitness","1","30","5","8","https://ai.fmcsa.dot.gov/SMS/Carrier/1958511/Overview.aspx"
"984256","SARPY TRANSPORTATION INC","SARPY TRANSPORTATION","BILLINGS","MT","4062489127","34","16","DriverFitness","1","30","0","5","https://ai.fmcsa.dot.gov/SMS/Carrier/984256/Overview.aspx"
"3597545","BRIGHT EYE MOVERS AND CLEANERS LLC",,"CAMP HILL","PA","7177394345","3","2","HOS","1","30","19","5","https://ai.fmcsa.dot.gov/SMS/Carrier/3597545/Overview.aspx"
"1198108","V LOTT JR TRUCKING LLC",,"IDAHO FALLS","ID","2085894887","7","6","DrugsAlcohol","1","30","6","2","https://ai.fmcsa.dot.gov/SMS/Carrier/1198108/Overview.aspx"
"4353712","TOTAL TRANSIT PROS LLC",,"CROSS ROADS","TX","4693432397","8","2","HOS","1","30","6","2","https://ai.fmcsa.dot.gov/SMS/Carrier/4353712/Overview.aspx"
"3882485","TRUST FLEET INC",,"POMONA","CA","3138188527","3","3","HOS","1","29","5","5","https://ai.fmcsa.dot.gov/SMS/Carrier/3882485/Overview.aspx"
"2376031","TIGER STYLE CORPORATION","SPEED1 TRANSPORT","MIDDLETOWN","OH","5136004447","11","12","DriverFitness","1","29","8","3","https://ai.fmcsa.dot.gov/SMS/Carrier/2376031/Overview.aspx"
"2873149","T&L MILK TRANSPORT LLC",,"JUDA","WI","6085991022","22","18","HOS","1","29","1","3","https://ai.fmcsa.dot.gov/SMS/Carrier/2873149/Overview.aspx"
"3535825","KALAP FREIGHT INC","SOLUTIONS LOGISTICS","CROWN POINT","IN","2197144119","1","1","VehicleMaint","1","29","1","9","https://ai.fmcsa.dot.gov/SMS/Carrier/3535825/Overview.aspx"
"1159569","PETER LUIZZI & BROS CONTRACTING INC",,"WATERVLIET","NY","5184828954","42","36","DriverFitness","1","29","4","6","https://ai.fmcsa.dot.gov/SMS/Carrier/1159569/Overview.aspx"
"394075","LIBERTY DISTRIBUTORS INC",,"TRIADELPHIA","WV","3045470414","14","17","DriverFitness","1","29","1","0","https://ai.fmcsa.dot.gov/SMS/Carrier/394075/Overview.aspx"
"3357562","BPA HOTSHOT CORP",,"ST. CHARLES","IL","2535333600","5","2","DriverFitness","1","29","10","3","https://ai.fmcsa.dot.gov/SMS/Carrier/3357562/Overview.aspx"
"3432468","MARQUEZ EXPRESS LLC",,"LAREDO","TX","9565527810","18","9","HOS","1","29","3","2","https://ai.fmcsa.dot.gov/SMS/Carrier/3432468/Overview.aspx"
"4245502","AKTAU7292 LLC",,"CHARLOTTE","NC","4708580736","30","30","DriverFitness","1","29","13","12","https://ai.fmcsa.dot.gov/SMS/Carrier/4245502/Overview.aspx"
"1991814","DELTA DEDICATED LLC","DEDICATED","DALTON","GA","7065299412","27","21","HOS","1","29","2","8","https://ai.fmcsa.dot.gov/SMS/Carrier/1991814/Overview.aspx"
"4098144","BLESS AMERICA LOGISTICS LLC",,"COLUMBUS","OH","6145929674","3","4","HOS","1","29","8","2","https://ai.fmcsa.dot.gov/SMS/Carrier/4098144/Overview.aspx"
"3171722","GEDI TRANSPORTATION LLC",,"MECHANICSBURG","PA","7178020196","2","2","HOS","1","29","2","8","https://ai.fmcsa.dot.gov/SMS/Carrier/3171722/Overview.aspx"
"1026526","JLG TRUCKING LLC",,"MISSION","TX","9562390695","4","4","DrugsAlcohol","1","28","12","8","https://ai.fmcsa.dot.gov/SMS/Carrier/1026526/Overview.aspx"
"3935916","N&J BROS BREAD DISTRIBUTIONS INC",,"PORT SAINT LUCIE","FL","5128610545","15","15","UnsafeDriving","1","28","2","1","https://ai.fmcsa.dot.gov/SMS/Carrier/3935916/Overview.aspx"
"2896823","SAS LOGISTICS LLC",,"GARFIELD","NJ","9735726321","7","4","HOS","1","28","4","7","https://ai.fmcsa.dot.gov/SMS/Carrier/2896823/Overview.aspx"
"4243992","PLANET EXPRESS LOGISTICS LLC",,"STERLING","VA","5714266234","3","5","HOS","1","28","11","7","https://ai.fmcsa.dot.gov/SMS/Carrier/4243992/Overview.aspx"
"1798782","BROTHERS EXPRESS LLC",,"SILVERTON","OR","5037081705","3","3","VehicleMaint","1","28","0","5","https://ai.fmcsa.dot.gov/SMS/Carrier/1798782/Overview.aspx"
"1937931","JIMMY WATTERSON TRUCKING LLC",,"ELLENSBURG","WA","5098592166","14","13","DriverFitness","1","28","1","10","https://ai.fmcsa.dot.gov/SMS/Carrier/1937931/Overview.aspx"
"3634308","RAINE TRANSPORT LLC",,"MOLINE","IL","3095029206","8","7","DriverFitness","1","28","4","0","https://ai.fmcsa.dot.gov/SMS/Carrier/3634308/Overview.aspx"
"2493307","SAM E TRANSPORTS LLC",,"MIDLAND","TX","4322096844","17","12","DriverFitness","1","28","2","10","https://ai.fmcsa.dot.gov/SMS/Carrier/2493307/Overview.aspx"
"1462926","T D P TRANSPORTATION LLC",,"CONCORD","NC","9296476694","5","3","HOS","1","28","8","2","https://ai.fmcsa.dot.gov/SMS/Carrier/1462926/Overview.aspx"
"3275168","GLIDE EXPRESS LLC",,"DALLAS","TX","7073151066","4","3","HOS","1","28","3","11","https://ai.fmcsa.dot.gov/SMS/Carrier/3275168/Overview.aspx"
"3572626","MARYLAND PROFESSIONAL TREE SERVICES LLC",,"GLEN BURNIE","MD","4436789457","7","8","DriverFitness","1","28","15","16","https://ai.fmcsa.dot.gov/SMS/Carrier/3572626/Overview.aspx"
"2889184","JD FARMS AND TRUCKING LLC",,"NEW HOLSTEIN","WI","9203741623","12","10","DriverFitness","1","27","3","7","https://ai.fmcsa.dot.gov/SMS/Carrier/2889184/Overview.aspx"
"4238329","DIWAN TRANSPORT LLC",,"HILLIARD","OH","3802509738","2","4","DriverFitness","1","27","12","7","https://ai.fmcsa.dot.gov/SMS/Carrier/4238329/Overview.aspx"
"3716356","HORMAR LOGISTICS LLC",,"FARIBAULT","MN","6122763478","10","11","DrugsAlcohol","1","27","1","6","https://ai.fmcsa.dot.gov/SMS/Carrier/3716356/Overview.aspx"
"3203799","GRAND TRUCKING LLC",,"TACOMA","WA","2535459300","6","7","DriverFitness","1","27","2","1","https://ai.fmcsa.dot.gov/SMS/Carrier/3203799/Overview.aspx"
"4128276","JAJ TRUCK LINE INC",,"SEATAC","WA","5304559307","2","3","HOS","1","27","2","4","https://ai.fmcsa.dot.gov/SMS/Carrier/4128276/Overview.aspx"
"2953176","JOHNSTON RV TRANSPORT LLC",,"DOVER","NC","2525261456","5","5","HOS","1","27","19","8","https://ai.fmcsa.dot.gov/SMS/Carrier/2953176/Overview.aspx"
"3260924","ATF EXPRESS LLC",,"BURLEY","ID","2086505555","4","4","DrugsAlcohol","1","27","7","5","https://ai.fmcsa.dot.gov/SMS/Carrier/3260924/Overview.aspx"
"3097090","VERSA ENTERPRISES LLC",,"ODESSA","TX","4327012268","14","11","DriverFitness","1","27","4","11","https://ai.fmcsa.dot.gov/SMS/Carrier/3097090/Overview.aspx"
"770911","RHEINLAND TRANSPORTATION LTD",,"SASKATOON","SK","3062494446","16","19","DrugsAlcohol","1","27","1","0","https://ai.fmcsa.dot.gov/SMS/Carrier/770911/Overview.aspx"
"4146210","RULY TRANSPORT LLC",,"MIAMI","FL","7862020352","5","2","VehicleMaint","1","27","7","7","https://ai.fmcsa.dot.gov/SMS/Carrier/4146210/Overview.aspx"
"4041630","FIDEL MARTINEZ RODRIGUEZ","MARTINEZ FROZEN EXPRESS","PERRIS","CA","2057204724","5","3","DrugsAlcohol","1","27","8","6","https://ai.fmcsa.dot.gov/SMS/Carrier/4041630/Overview.aspx"
"3643412","RAYMOND EXPRESS LLC",,"HIALEAH","FL","5022918992","2","2","DriverFitness","1","27","10","2","https://ai.fmcsa.dot.gov/SMS/Carrier/3643412/Overview.aspx"
"3606001","LOAD STAR TEXAS TRANSPORT LLC",,"RHOME","TX","2149910617","2","3","HOS","1","27","11","11","https://ai.fmcsa.dot.gov/SMS/Carrier/3606001/Overview.aspx"
"3401676","LMA TRANSPORT LLC",,"WHITTIER","CA","5623184176","3","3","DrugsAlcohol","1","26","9","5","https://ai.fmcsa.dot.gov/SMS/Carrier/3401676/Overview.aspx"
"3255617","BRITTEN TRUCKING LLC",,"PURCELL","OK","8062487007","35","10","DriverFitness","1","26","4","7","https://ai.fmcsa.dot.gov/SMS/Carrier/3255617/Overview.aspx"
"3572229","CD FUELS LLC","UNITED SOUTHWEST FUELS","FORT WORTH","TX","8006838793","23","14","DriverFitness","1","26","3","8","https://ai.fmcsa.dot.gov/SMS/Carrier/3572229/Overview.aspx"
"3738142","MARKLINE TRANSPORT LTD",,"SASKATOON","SK","6393840991","2","9","DriverFitness","1","26","1","5","https://ai.fmcsa.dot.gov/SMS/Carrier/3738142/Overview.aspx"
"4202687","VELOCITY CARGO INC",,"NEWVILLE","PA","7174037303","6","5","HOS","1","26","9","6","https://ai.fmcsa.dot.gov/SMS/Carrier/4202687/Overview.aspx"
"3152860","BUZYBEE TRANSPORTATION LLC",,"COLUMBUS","OH","6142261992","5","5","DriverFitness","1","26","7","7","https://ai.fmcsa.dot.gov/SMS/Carrier/3152860/Overview.aspx"
"4216586","NAJ TRANSPORT LLC",,"KENT","WA","2066364216","3","4","DriverFitness","1","26","2","1","https://ai.fmcsa.dot.gov/SMS/Carrier/4216586/Overview.aspx"
"3506091","R & A LEGACY LLC",,"COLTON","CA","9096996146","2","3","UnsafeDriving","1","26","9","8","https://ai.fmcsa.dot.gov/SMS/Carrier/3506091/Overview.aspx"
"2818934","FERRANDINO ENTERPRISES LLC",,"RIDGEFIELD","CT","2034384663","7","8","DrugsAlcohol","1","26","5","7","https://ai.fmcsa.dot.gov/SMS/Carrier/2818934/Overview.aspx"
"1647043","HJ EXPRESS LLC",,"YUMA","AZ","9288172647","5","4","HOS","1","26","5","7","https://ai.fmcsa.dot.gov/SMS/Carrier/1647043/Overview.aspx"
"4004216","RAPID TRANSPORT KINGS LLC",,"CORINTH","TX","2145668260","6","4","DrugsAlcohol","1","26","15","11","https://ai.fmcsa.dot.gov/SMS/Carrier/4004216/Overview.aspx"
"3803328","BREWER TRUCKING LLC",,"GLEN CARBON","IL","6189774847","8","5","VehicleMaint","1","26","2","4","https://ai.fmcsa.dot.gov/SMS/Carrier/3803328/Overview.aspx"
"2505101","THEODORE JOHNSON","ELITE COMMODITY EXPRESS","SURPRISE","NE","4023660343","18","9","HOS","1","26","2","1","https://ai.fmcsa.dot.gov/SMS/Carrier/2505101/Overview.aspx"
"1325467","SELLERS FOREST PRODUCTS INC",,"SEMMES","AL","2513454466","8","8","DrugsAlcohol","1","26","0","6","https://ai.fmcsa.dot.gov/SMS/Carrier/1325467/Overview.aspx"
"3035717","JC EXPEDITE LLC",,"TEXAS CITY","TX","9568014223","6","6","HOS","1","26","1","6","https://ai.fmcsa.dot.gov/SMS/Carrier/3035717/Overview.aspx"
"3989790","IAN TRUCK LLC",,"KATY","TX","3054406930","1","1","HOS","1","26","1","7","https://ai.fmcsa.dot.gov/SMS/Carrier/3989790/Overview.aspx"
"3626316","MONARCH DESERT LOGISTICS INC","MONARCH DESERT LOGISTICS","AVONDALE","AZ","6025292616","11","11","DriverFitness","1","26","11","2","https://ai.fmcsa.dot.gov/SMS/Carrier/3626316/Overview.aspx"
"2830662","H MORENOS LOGISTICS LLC",,"MANTECA","CA","2096390891","3","4","VehicleMaint","1","25","7","2","https://ai.fmcsa.dot.gov/SMS/Carrier/2830662/Overview.aspx"
"2786060","NICHOLS TRANSPORT LLC",,"QUEEN CREEK","AZ","4802717709","12","18","HOS","1","25","3","10","https://ai.fmcsa.dot.gov/SMS/Carrier/2786060/Overview.aspx"
"4036587","C AND N LOGISTICS LLC",,"MIAMI","OK","9189613056","10","17","HOS","1","25","3","5","https://ai.fmcsa.dot.gov/SMS/Carrier/4036587/Overview.aspx"
"516826","TRI-STATE FOLIAGE",,"CINCINNATI","OH","5138251885","13","10","DrugsAlcohol","1","25","0","1","https://ai.fmcsa.dot.gov/SMS/Carrier/516826/Overview.aspx"
"4276316","DDY LOGISTICS INC",,"MIAMI","FL","7864580801","5","4","UnsafeDriving","1","25","6","4","https://ai.fmcsa.dot.gov/SMS/Carrier/4276316/Overview.aspx"
"3294378","WTB TRANSPORT LLC",,"WESTLAKE","OH","2167627021","9","9","DriverFitness","1","25","2","3","https://ai.fmcsa.dot.gov/SMS/Carrier/3294378/Overview.aspx"
"2459475","SMART TRUCKING LINES INC","SMARTY","CROWS LANDING","CA","2095856911","6","11","DriverFitness","1","25","3","7","https://ai.fmcsa.dot.gov/SMS/Carrier/2459475/Overview.aspx"
"4277857","DAISARAN TRANSPORTATION LLC",,"SAN ANTONIO","TX","2105522070","10","8","HOS","1","25","7","8","https://ai.fmcsa.dot.gov/SMS/Carrier/4277857/Overview.aspx"
"3252410","HIYAB LLC",,"DALLAS","TX","7072284773","2","2","HOS","1","25","7","4","https://ai.fmcsa.dot.gov/SMS/Carrier/3252410/Overview.aspx"
"4266888","JET SPEED TRANS INC",,"FONTANA","CA","9094099815","6","6","DrugsAlcohol","1","25","3","2","https://ai.fmcsa.dot.gov/SMS/Carrier/4266888/Overview.aspx"
"2865005","L A & SONS FARM LLC",,"ALLIANCE","NE","4027094845","8","8","DriverFitness","1","25","4","4","https://ai.fmcsa.dot.gov/SMS/Carrier/2865005/Overview.aspx"
"1411363","J & L TRUCKING INC",,"PINEY FLATS","TN","4239463748","6","5","HOS","1","25","2","4","https://ai.fmcsa.dot.gov/SMS/Carrier/1411363/Overview.aspx"
"2396953","SILVER STATE SYSTEMS CORPORATION",,"RENO","NV","7753939231","5","10","HOS","1","25","3","1","https://ai.fmcsa.dot.gov/SMS/Carrier/2396953/Overview.aspx"
"4284218","HYPER DRIVE TRANSPORTATION",,"BLUE RIDGE","VA","5408168514","5","4","DriverFitness","1","25","10","5","https://ai.fmcsa.dot.gov/SMS/Carrier/4284218/Overview.aspx"
"2721592","FANTASMA COMPANY TRUCKING",,"SEAGOVILLE","TX","6614749941","4","4","HOS","1","25","7","16","https://ai.fmcsa.dot.gov/SMS/Carrier/2721592/Overview.aspx"
"2942678","EASTON FREIGHT CORPORATION",,"EASTON","PA","6104382946","14","7","DriverFitness","1","25","5","4","https://ai.fmcsa.dot.gov/SMS/Carrier/2942678/Overview.aspx"
"4080242","3 BROTHERS TREE SERVICES LLC",,"NEW CASTLE","DE","3024421071","12","9","DriverFitness","1","25","14","13","https://ai.fmcsa.dot.gov/SMS/Carrier/4080242/Overview.aspx"
"4135936","PHOENIX VAN LINES LLC",,"PALMDALE","CA","8186931602","8","7","DrugsAlcohol","1","25","6","2","https://ai.fmcsa.dot.gov/SMS/Carrier/4135936/Overview.aspx"
"3642301","TRUSTED EXPRESS SERVICES LLC",,"HARRISBURG","PA","7175798474","2","2","DriverFitness","1","24","8","4","https://ai.fmcsa.dot.gov/SMS/Carrier/3642301/Overview.aspx"
"3215721","SB TRANS LLC",,"MAINEVILLE","OH","4074772545","4","8","DriverFitness","1","24","2","4","https://ai.fmcsa.dot.gov/SMS/Carrier/3215721/Overview.aspx"
"3028011","LION 5 STAR TRUCKING LLC",,"RICHMOND","TX","7135052254","11","11","HOS","1","24","9","6","https://ai.fmcsa.dot.gov/SMS/Carrier/3028011/Overview.aspx"
"3463882","LUGOS EXPRESS SERVICES LLC",,"FLORIDA CITY","FL","7862729791","4","4","HOS","1","24","8","3","https://ai.fmcsa.dot.gov/SMS/Carrier/3463882/Overview.aspx"
"4012854","ECO CARGO INC",,"COLUMBUS","OH","6145153386","1","1","HOS","1","24","5","3","https://ai.fmcsa.dot.gov/SMS/Carrier/4012854/Overview.aspx"
"2169016","BRIGHTON EXPRESS LLC",,"HOWELL","MI","5175188415","9","8","DrugsAlcohol","1","24","0","4","https://ai.fmcsa.dot.gov/SMS/Carrier/2169016/Overview.aspx"
"3697372","AIBLA TRANS INC",,"ONTARIO","CA","8126049576","4","7","DriverFitness","1","24","4","5","https://ai.fmcsa.dot.gov/SMS/Carrier/3697372/Overview.aspx"
"4200029","SKY ON WHEELS TRANSPORT LLC",,"DENVER","CO","3039998402","4","3","HOS","1","24","13","4","https://ai.fmcsa.dot.gov/SMS/Carrier/4200029/Overview.aspx"
